,text,label
11078,syarat calon wakil presiden jokowi 2019 yg ajukan ppp salah satunya menjaga narasi bangsa indonesia indonesia dipimpin pengabungan narasi nasionalis agamis agamis nasionalis romahurmuziy,positive
11079,user kom3 menkumham md3 hak imunitas perdebatan uu pilkada sdh ketok palu pendekatannya presiden sdh mengeluarkan perpu md3 presiden tdk mengeluarkan perpu tp tdk tandatangan sy,positive
11080,panglima tni pemuda pemimpin bangsa,positive
11081,user sitip,positive
11082,dpr butuh dukungan kaya nya nih hak pendapat lengserkan jokowi kedaulatan tangan rakyat terserah rakyat,negative
11083,ngan kisah bunga yg hangat course gua hahahahah gua terfikir jgk ad mase pulak nk bgi thu detail pergerakkan member gua tpi tahap gila takde tahap nk jga tepi kain org but i m sweet stalker beautiful and smart,positive
11084,kalo ga selingkuh risih nsepandai kau simpan bangkai kecium nwaktulah yg membuktikan,positive
11085,user memek eh mewek xf0 x9f x98 x85 xf0 x9f x98 x85 xf0 x9f x98 x85,negative
11086,user user mampus luh,negative
11087,rt user user jokowi antek zionis ato komunis ato paranoid islam url,negative
11088,gawat ketimbang pemerintah kecele berkali kali kerja samanya perusahaan asing n freeport51,positive
11089,rt user memek lonte pengen disodok kontol gede,negative
11090,12 presiden user berharap skema kerja pembangunan pembangunan,positive
11091,bukber n nekspetasi gw ya flasback ngebahas ngegoblogan yg pas sekola biar have fun n nrealitanya nngebah kerjaan menyombongkan menganggap kerjanya yg terbaik kntl bgst xf0 x9f x98 x92 n ndasar adit fajar ilmah lu,negative
11092,udah udik gay,negative
11093,user user wkwkwk bangke yg ngetok2 jendela,negative
11094,user user si terdakwa penista agama alias si ahok babi jamban tuh morfotin uang rakyat jakarta,negative
11095,suka iri orang orang rahasia kulit mulusnya air wudhu kristen,positive
11096,orang indoneisia pejabat tingggi nkri salam bahasa orang arab bahasa indonesia lbh rendah,negative
11097,user user pakai jurus tka diperbanyak kali yg lokal habis diphk pelan2,negative
11098,rt user user heran setan iblis kabur takut kalo mendengar azhan mahluk allah yg anteng s xe2 x80 xa6,negative
11099,seekor monyet kebun binatang tianjin cina viral memiliki wajah manusia monyet berusia 18 berjenis capuchin berasal amerika url,positive
11100,user g dukung aye diem2 mengagumi duet jokowi puan jd capres amp cawapres loh suer 2019gantipresiden,negative
11101,user yg pbwibowo gay ya,negative
11102,user yakali sih bolot aing,negative
11103,user ah kaga weekend tai emang,negative
11104,user temen tepatnya budak antek,negative
11105,rt user nahloh netizen menilai jonru merugikan rakyat jokowi url,negative
11106,user user islam nusantara produk jil dipasarkan dg gencar antek xc2 xb2 jil n nsementara jil anti arab pro aseng n nkata alm kh hasyim muzadi jil kafir yg xc2 xbd kafir n njadi umat isla,negative
11107,gini sayangnya gendut ultah gila sih tua umurnya udah 20tahun asik user cepet ketemu yg soleha harapanmu xf0 x9f x92 x95 semoga tiba2 meninggalkan xe2 x98 xba xef xb8 x8f,positive
11108,jokowi tuduh pki prabowo tuduh otoriter hello tuh mas ahy senyum senyum aje ngumpulin kekuatan politik haha,negative
11109,rt user bunda yg pro bnget goyang kontol suaminya private bun xf0 x9f x98 x82g bosen liat vid xf0 x9f x98 x8d trus kasih rt biar vera liat trus xf0 x9f x98 x8d n nhtt xe2 x80 xa6,negative
11110,abang bahasa asing ya nbasa asing ga nlha yes no yes no nitu basa inggris dek basa asing xf0 x9f x98 x91,positive
11111,rt user era sby user alat libas lawan user komplotannya,negative
11112,kang lengserkan jokowi kerja nya pikir infrastruktur bkn pikir rakyat nyaman ekonomi yg stabil,negative
11113,brengsek bgt yg ngirim foto setan,negative
11114,user xf0 x9f x98 x82 xf0 x9f x98 x82 andre onta dah mate hajar,negative
11115,rt user enak nih dientot kontol url,negative
11116,user user weh kunyuk xf0 x9f x98 x82,negative
11117,gila nih panasnya sampe nutrisari jeruk amerika idiot ampe keringetan,negative
11118,tg rp ga ngaku ngaku ntg ya sori rangorang jg nyadar typing aing banci gini aja yg naksir dicemburuin hdh,negative
11119,jablay ya pantes capernya tulang2 cuih in ahsudalah,negative
11120,ustadz subki al bughury s sos i mendukung pilkada damai kab sinjai hoax ujaran kebencian isu sara,positive
11121,user ayo ngaku agama mu kristen protestan athies budha hindu ngaku malu ya ama agama lo,negative
11122,rt user udah basah memek pengen entot,negative
11123,cebong bani bumi datar,negative
11124,gue culun gini aja nyampe orang yg bekal mimpi minat amp ketrampilan,positive
11125,cewe nih tolol deh gara2 cinta lo sampe rela ngasih kehormatan lo,negative
11126,user user user daruratduniaperadilanindonesia pengadilan negeti ajang kebencian sara si terdakwa seiman hakim seiman ringan hukumannya beda agama hukum seberat beratnya kecuali sogok pake duit pengadilan indo,negative
11127,i added a video to a user playlist,positive
11128,user user user karna cebong ahli bully yg ahli bully gerombolan kampret panik yg skrg blm menemukan sosok yg pas pengganti jokowi nitu jokowi wajib 2 periode,negative
11129,user user user memek nikmat ku suka,negative
11130,kasian user terbata bata bicaranya lupa bawa teks ga da mmperhatikannya hormat sukses anies,positive
11131,wagirin aarman apresiasi usulan pilkada dipilih dprd,positive
11132,brngsk gua udh tobat ntiba vidkep muncul nterkutuk kau boy yg nge rt in,negative
11133,user heh su asu sehat,negative
11134,user wkwkwkwk untung gw ga goblok alias emg uda pinter orok v,positive
11135,user partai tolol indonesia thn segitu pemimpimnya kafir ya catet,negative
11136,user user user user user lo dongok ya yg dukung prabowo cong menyerang hadehhh dasar banci lo yakk,negative
11137,rt user prabowo dimusuhi pki antek anteknya url,negative
11138,user user user user lu gaada apa2 nya dibanding n4d n n4d talanted bgt n lu pansos bgt sih najis,negative
11139,ganyang pki hapus lambang pki film intimidasi komunis antek pki yg hantu,negative
11140,user kampret nih si jimmy loe dapet duit niru2 ulama ulama loe goblog2in loe yg goblog bin bahlul mendingan loe copot tuh atribut2 palsu loe ganti seragam cebong loe mati sengsara adzab allah aamiin n loe liat aje,negative
11141,gua heran ama user warga dki pilkada ribut mayat gubernur ribut mayat nyalahin allah yg nentuin takdir tolol d isi ulang,negative
11142,user user user user user user user user user user user user user mang ktp tulisan cebong mas ente butuh perhatian kasih sayang sih,positive
11143,diduga sediakan psk warung kopi kabupaten tangerang ditutup xc2 xa0polisi url url,positive
11144,user harap maklum aja pembuat isu udah toku medekati idiot xf0 x9f x98 x9d,negative
11145,2 perjalanannya kali presiden user didampingi kepala staf kepresidenan user koordinator staf khusus presiden teten masduki staf khusus presiden diaz hendropriyono komandan paspampres mayjen tni mar suhartono jokowikunkerj,positive
11146,user eyyy kepala tuuu eue,negative
11147,pengalaman urus surat administrasi pernikahan n1 n2 n4 pasangan beda agama kristen katolik share,positive
11148,atasi setan bernama cinta,negative
11149,user user coba kalo ahok yg ngomong gtu bani kampret murka nuser nuser nuser nuser n alumni212 n kampret n monyet,negative
11150,mager mantul banget anjir gsnya naif ari lasso padi jaz ran fourtwnty hivi danilla xf0 x9f x98 xa5,negative
11151,warga baduy selesai memperingati tradisi seba pendopo pemkab lebak dilanjutkan bertemu gubernur banten wahidin halim sabtu 21 4 sebabaduy2018 genpi user user user user user,positive
11152,user dasar goblok tolol nkri dipimpin manusia turunan onta cari pemimpin yg wni asli yg pintar berbobot turunan onta yg otaknya isis,negative
11153,guru sd desa plumbon porong deklarasi anti hoax ujaran kebencian issu sarah mendukung pilkada damai,positive
11154,sumpah anjir kesel bat gwa yaallahh,negative
11155,presiden user sowan kantor mui jawa barat presiden ulama insya allah indonesia berkah gerakanindonesiabersyukur,positive
11156,user sombongkan situ kampret cebong mah rendah hati rajin mengaji xf0 x9f x91 x8d xf0 x9f x91 x8d xf0 x9f x91 x8d,negative
11157,user yg kegoda npengen bantuin n n nbantuin megang ujung kaosmu nnutupin tytyd eek,negative
11158,dasar bini suruh beli santan dok melepak kedai mamak brengsek xe2 x80 x94 haih amin madnor ni url,negative
11159,suara ngoroknya kek kambing bandot coba kirain yg lg pake gergaji mesin malem2 suara dr masjid tp ngga bilang gue budeg eh pas kamar hahaha,negative
11160,bangsa pecundang kalo pantes kalo cukong antek asing,negative
11161,formnya tipinya mbah uti jogja,positive
11162,user perut buncit kebanyakan tidur cebong ngerti,negative
11163,user contoh sungkan melakukannya terhitung mengambil bagiannya sih n n xe2 x80 x9cseperti chiya chan xe2 x80 xa6 xe2 x80 x9d diam diam tangannya meremat bokong si helai pasi,negative
11164,djarot gubernur sisa jabatan periode 2012 2017,positive
11165,ah perasaan ente aja bukti nya muslim rohingya usir myanmar krn memperkosa gadis budha tanda nya bejat,negative
11166,user user proyek tambang emas perak yg dikuasai asing,positive
11167,user user user celeng nyebut celeng,negative
11168,pembunuhan karakter mayjen kivlan zein user rezim yg antek komunis diwakili ftho diatas,negative
11169,user user bilangin aja si kunyuk user ga bynk omong suruh cari kerja yg bener jgn jd calo politik yg ngejadiin agama tameng nte liat karmanya,negative
11170,dituduh syiah komunis yahudi antek cina tolong konsisten ya netizen misionaris,negative
11171,user user user user user user user user user user user 8 penghentian reklamasi penutupan alexis janji melepas saham miras anies sandi kampanye p,positive
11172,user user iri ae lu tolol,negative
11173,rt user biar gatot mundur persiapkan pemilihan presiden 2019 lawan jokowi,negative
11174,kereta ac ekonomi serpong berangkat harap dicatat pintu,positive
11175,mlempemm maaf tenggorokannya kering,positive
11176,user user haq melawan batil rezim mukidi haq menang inshallah,positive
11177,capres cawapres ri 1 nih pintar pro cillik tdk otoriter,positive
11178,rt user jokowi diktator,negative
11179,nih mo ngeles tka cina sdh 1000 orang msk kendari de hebat pengguran msh bnyk ind tp membebaskan tka cina klou dibiarkan an 2019gantipresiden,negative
11180,waspadailah pembajak agama berdosa beragama,positive
11181,desa desa indonesia mengajarkan byk positif yg ku rindu,positive
11182,user user cebonger nih junjungannya ditembak tiarap habitat bisu berjamaah,negative
11183,user user om tangkep jg g y klo dosen usu j tangkap klo om nggak sontoloyo n 2019gantipresiden,negative
11184,user koar2nya anti aseng importnya dr tiongkok nknpa tdk import dr india malaysia xf0 x9f x98 x82 xf0 x9f x98 x82,positive
11185,mending makan murah buang buang duit lo ntar tai n natau gak si a beli barang murah si b komen ih lo beli disitu sih murah bahannya gak bagus n nlalu si b gak langsung gak udah nyakitin hati si a perkataan,negative
11186,user alamak terjumpa gambar salah pemimpin pejuang melayu islam umno bn pulak nasib clubbing kat tangan tu gambar pemimpin bn nak,positive
11187,user janji prabowo janji2nya terealisasi 1 periode seandainya menang pilpres janji gombal gimana uu md3 yg berangus kebebasan berpendapat cermin orang beli cer,negative
11188,la cina ni tu kereta perempuan xf0 x9f x98 x85,positive
11189,user nanya seriusan mbah meng iya maen film kafir ceritanya menarik sesuai hati nurani,positive
11190,user slma pmimpinnya dungu rkyt gk kn mndptkn kbrkhn,negative
11191,kemaren kayaknya yg quote tweet ttg kristen ya xf0 x9f xa4 x94,positive
11192,user user user user user user user user user user user 1 bajingan,negative
11193,mayoritas warga jokowi presiden klikrmol survei,positive
11194,terlemah 1 kinerja jeblok 2 karakter bobrok 3 elektabilitas anjlok 4 pencitraa mentok 5 pendukung goblok 6 kalap ngemis tiongkok 7 jd macan pdhl kodok prof jeffrey winters jokowi presiden terlemah sejarah in,negative
11195,user user tuyul majikannya hehehe,negative
11196,user jgn prcaya mulut besarx org prlu klo xg kenal kberdaan org info biar aq sumbat mulutx pake petasan biar modar anjing pembohong,negative
11197,gerakan komunis dampak jalannya perpolitikan dunia indonesia,positive
11198,awas aja kalo puisi sukmawati dipake senjata berpolitik udik,negative
11199,mampus rp kji aja ngardus udah 2 taon w pantengin,negative
11200,ambik course graphic design bergaya pergi class budak fashion n nyaa setan budek takkan nak pakai baju tidur pergi class hanat nye designer takda appearance noted that n nmaju lu anjing,negative
11201,user anjir nick pas jd bona kimjiy tp w make unhi nick dr tp kalo unhi universitas hindu indonesia,positive
11202,user user user user user user user user user mampus aib lu kebongkar ga,negative
11203,nemu ustadz babi diharamkan nlah netijen udah pinter ngata ngatain bodoh hidup ga bermanfaat ga ngaji dll xf0 x9f x98 x91 xf0 x9f x98 x91 xf0 x9f x98 x91,positive
11204,gara2 udah 2 3 drama film korea yg ditonton bersetting wktu 1987 1988 penasaran korsel ditahun mngkin kenangan sejarah dtahun kali ya olimpiade seoul korsel lgi anti2ny komunis gesek gesekan tetang,positive
11205,rt user user user bukti valid bahaya virus idiot yg diminum salah satunya admin user xe2 x80 xa6,negative
11206,menlu indonesia janji hancurkan kekuatan anti china jokowi anti pribumi turunkan jokowi tiru turki,negative
11207,tri bom xf0 x9f x98 x8,positive
11208,user user user user ngomong sih udah suruh si cabul pulang banci,negative
11209,hulk marah user user user user user user user user user user user 2019gantipresiden,negative
11210,berdasarkan ayat al quran allah menghilangkan ilmu sekelip mata hilangnya ilmu kerana hilangnya ulama muka bumi dilantik ketua drpd manusia jahil,positive
11211,menciptakan tujuh langit berlapis lapis lihat seimbang ciptaan tuhan maha pengasih lihatlah adakah lihat cacat,positive
11212,user sdh buta hati buta mata ga liat tenaga kerja aseng ilegal berkeliaran negeri dungu lu piara,negative
11213,rt user kotoran ayam najis n n n nbismillah alhamdulillah was sholaatu wassalam xe2 x80 x98ala rasulillah waba xe2 x80 x99du xe2 x80 xa6,positive
11214,user masanya beda alasan kuat pembubarannya masyumi mendukung pemberontakan prri permesta menolak memecat anggotanya yg berasal dr pki dibubarkan krna peristiwa g30s,positive
11215,hadir acara partai koalisi pendukung pasangan gubernur jatim nomor urut 1 khofifahemiljatimsatu,positive
11216,woy ngantukkk bgt bangke ga suka msk pagi xf0 x9f x98 xad,negative
11217,user user gerombolan cebong ngumpet kayak sembur air,negative
11218,user wajar si budek,negative
11219,udah maenin hati akunya udah ngacak ngacak perasaan akunya beresan deui goblog balatak lt 3,negative
11220,pandai ilmu agama akupun cerdas ilmu dunia perempuan mempelajari,positive
11221,presiden parti je layak pm manusia berparti ni harap parti nak jd pm 93tahun buangtabiat,positive
11222,user user user user kafir jg yg diobral utk ditutup tutupi mmg kejahatan tetaplah kejahatan salah agamanya sukunya warna kulitnya profesinya pribadi orangnya,positive
